statistic_yyy,according,site_id,death_total,death_m,death_f,death_age_000_m,death_age_000_f,death_age_000_thisyear_m,death_age_000_thisyear_f,death_age_000_lastyear_m,death_age_000_lastyear_f,death_age_001_m,death_age_001_f,death_age_002_m,death_age_002_f,death_age_003_m,death_age_003_f,death_age_004_m,death_age_004_f,death_age_005_m,death_age_005_f,death_age_006_m,death_age_006_f,death_age_007_m,death_age_007_f,death_age_008_m,death_age_008_f,death_age_009_m,death_age_009_f,death_age_010_m,death_age_010_f,death_age_011_m,death_age_011_f,death_age_012_m,death_age_012_f,death_age_013_m,death_age_013_f,death_age_014_m,death_age_014_f,death_age_015_m,death_age_015_f,death_age_016_m,death_age_016_f,death_age_017_m,death_age_017_f,death_age_018_m,death_age_018_f,death_age_019_m,death_age_019_f,death_age_020_m,death_age_020_f,death_age_021_m,death_age_021_f,death_age_022_m,death_age_022_f,death_age_023_m,death_age_023_f,death_age_024_m,death_age_024_f,death_age_025_m,death_age_025_f,death_age_026_m,death_age_026_f,death_age_027_m,death_age_027_f,death_age_028_m,death_age_028_f,death_age_029_m,death_age_029_f,death_age_030_m,death_age_030_f,death_age_031_m,death_age_031_f,death_age_032_m,death_age_032_f,death_age_033_m,death_age_033_f,death_age_034_m,death_age_034_f,death_age_035_m,death_age_035_f,death_age_036_m,death_age_036_f,death_age_037_m,death_age_037_f,death_age_038_m,death_age_038_f,death_age_039_m,death_age_039_f,death_age_040_m,death_age_040_f,death_age_041_m,death_age_041_f,death_age_042_m,death_age_042_f,death_age_043_m,death_age_043_f,death_age_044_m,death_age_044_f,death_age_045_m,death_age_045_f,death_age_046_m,death_age_046_f,death_age_047_m,death_age_047_f,death_age_048_m,death_age_048_f,death_age_049_m,death_age_049_f,death_age_050_m,death_age_050_f,death_age_051_m,death_age_051_f,death_age_052_m,death_age_052_f,death_age_053_m,death_age_053_f,death_age_054_m,death_age_054_f,death_age_055_m,death_age_055_f,death_age_056_m,death_age_056_f,death_age_057_m,death_age_057_f,death_age_058_m,death_age_058_f,death_age_059_m,death_age_059_f,death_age_060_m,death_age_060_f,death_age_061_m,death_age_061_f,death_age_062_m,death_age_062_f,death_age_063_m,death_age_063_f,death_age_064_m,death_age_064_f,death_age_065_m,death_age_065_f,death_age_066_m,death_age_066_f,death_age_067_m,death_age_067_f,death_age_068_m,death_age_068_f,death_age_069_m,death_age_069_f,death_age_070_m,death_age_070_f,death_age_071_m,death_age_071_f,death_age_072_m,death_age_072_f,death_age_073_m,death_age_073_f,death_age_074_m,death_age_074_f,death_age_075_m,death_age_075_f,death_age_076_m,death_age_076_f,death_age_077_m,death_age_077_f,death_age_078_m,death_age_078_f,death_age_079_m,death_age_079_f,death_age_080_m,death_age_080_f,death_age_081_m,death_age_081_f,death_age_082_m,death_age_082_f,death_age_083_m,death_age_083_f,death_age_084_m,death_age_084_f,death_age_085_m,death_age_085_f,death_age_086_m,death_age_086_f,death_age_087_m,death_age_087_f,death_age_088_m,death_age_088_f,death_age_089_m,death_age_089_f,death_age_090_m,death_age_090_f,death_age_091_m,death_age_091_f,death_age_092_m,death_age_092_f,death_age_093_m,death_age_093_f,death_age_094_m,death_age_094_f,death_age_095_m,death_age_095_f,death_age_096_m,death_age_096_f,death_age_097_m,death_age_097_f,death_age_098_m,death_age_098_f,death_age_099_m,death_age_099_f,death_age_100up_m,death_age_100up_f
107,按登記日期分,嘉義縣中埔鄉,446,254,192,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,2,1,1,0,4,0,1,0,5,0,2,1,2,1,1,0,1,0,2,1,1,0,3,1,1,1,1,1,6,0,6,0,1,2,3,3,7,1,3,1,3,0,4,1,6,0,2,0,4,2,3,2,4,0,6,2,4,6,3,3,7,3,10,3,7,5,12,4,1,2,2,1,8,6,5,8,4,0,8,1,5,3,10,6,5,9,7,6,6,9,9,12,6,10,7,3,5,9,2,10,4,9,3,6,7,5,2,5,5,3,1,0,0,6,2,4,0,1,0,2,0,1,0,1,0,0,2,1
107,按登記日期分,嘉義縣竹崎鄉,403,260,143,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,4,0,3,0,3,1,5,0,5,0,2,0,2,1,6,1,6,0,5,1,5,4,6,1,4,0,5,0,3,0,2,1,8,2,5,1,5,2,3,1,5,0,5,2,3,2,3,2,5,1,4,1,5,2,6,5,6,2,6,4,3,1,6,5,6,4,8,2,6,11,12,2,10,13,8,9,6,8,8,9,9,6,7,3,7,6,2,2,2,0,2,7,1,2,5,4,0,0,1,1,0,0,1,4
107,按登記日期分,嘉義縣梅山鄉,226,127,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,3,0,0,1,1,1,1,0,1,0,3,0,3,0,5,1,2,0,1,0,1,0,3,0,6,0,1,1,4,0,1,0,2,0,2,2,0,0,3,2,1,0,0,3,1,3,3,3,2,2,3,1,4,3,4,2,3,4,3,2,5,2,3,2,2,0,5,3,2,4,2,4,5,3,4,7,2,4,9,6,0,5,3,4,2,5,3,6,3,0,0,2,1,3,0,2,0,2,0,0,0,0,0,0
107,按登記日期分,嘉義縣番路鄉,144,94,50,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,1,0,4,0,0,0,0,0,2,0,2,0,1,1,2,0,2,0,3,0,2,2,1,0,1,0,4,3,2,0,2,0,1,0,5,0,2,1,2,0,3,0,1,0,6,1,4,2,3,3,2,0,3,1,3,3,3,3,1,3,1,0,1,2,2,2,1,2,2,1,2,1,2,3,1,3,1,3,0,3,0,0,0,2,0,0,0,0,0,1,1,0
107,按登記日期分,嘉義縣大埔鄉,35,20,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
107,按登記日期分,嘉義縣阿里山鄉,66,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,2,1,0,0,2,0,2,0,0,1,1,0,2,1,0,0,1,1,0,0,1,1,0,2,0,1,1,0,0,2,0,2,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,按登記日期分,屏東縣屏東市,1636,946,690,5,6,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,2,0,1,2,6,3,11,2,6,1,3,0,5,3,2,0,11,2,2,1,4,0,4,2,3,5,12,5,8,4,10,4,11,10,11,4,18,1,13,7,15,10,16,6,17,7,12,11,8,4,20,7,23,6,14,7,19,7,9,14,23,8,27,21,12,11,24,18,19,10,14,10,14,8,17,10,21,20,20,13,15,20,27,14,27,20,25,23,23,19,31,24,16,25,21,30,26,21,23,26,20,18,36,19,28,25,20,20,28,19,12,16,16,16,13,12,10,7,6,10,5,8,8,6,2,7,1,0,2,6
107,按登記日期分,屏東縣潮州鎮,448,260,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,2,1,1,0,1,0,2,0,1,0,2,0,3,1,1,0,2,1,7,0,2,0,4,0,4,2,1,0,4,3,0,2,0,1,6,3,3,1,6,2,6,3,1,1,5,2,5,2,3,2,9,3,5,1,3,1,10,2,2,4,5,2,8,7,6,4,1,2,3,0,6,7,7,7,6,2,8,7,7,8,11,4,7,6,9,7,5,8,9,6,8,4,3,7,2,6,2,6,5,8,5,6,8,3,4,6,3,5,6,7,0,2,2,1,1,0,1,3,1,1,0,3,0,1,0,1
107,按登記日期分,屏東縣東港鎮,375,226,149,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,1,2,0,2,0,2,2,0,2,1,0,1,0,5,1,3,2,3,2,3,0,0,2,4,3,4,0,4,0,3,1,4,1,6,2,4,1,3,0,4,3,5,3,3,2,1,3,4,1,2,1,4,3,6,5,8,5,2,1,0,0,5,3,1,2,5,1,9,3,3,3,3,2,8,3,6,7,8,2,6,7,5,6,8,4,6,7,3,7,4,3,5,9,4,5,8,5,2,5,4,4,6,1,2,4,2,1,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,1
107,按登記日期分,屏東縣恆春鎮,316,190,126,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,1,1,0,1,0,1,2,1,0,1,0,0,1,3,0,1,0,4,0,2,0,3,1,4,0,1,0,4,3,3,2,2,1,4,0,3,1,5,0,3,0,2,1,1,4,2,3,2,1,5,2,5,1,2,3,4,1,6,1,2,2,5,4,2,2,4,2,6,2,4,5,3,2,4,4,6,4,7,5,5,2,3,7,1,4,4,3,2,3,5,3,8,5,7,7,5,4,1,2,7,5,2,1,2,4,4,2,2,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0
107,按登記日期分,屏東縣萬丹鄉,456,260,196,1,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,3,0,3,0,3,0,2,0,1,0,2,1,1,0,4,0,4,2,3,1,3,0,1,0,2,1,2,3,3,1,5,0,1,1,2,1,3,1,4,4,2,1,4,0,4,4,4,3,7,1,5,1,9,1,4,3,4,1,6,2,7,0,4,3,2,5,6,4,8,8,6,5,8,1,7,6,8,7,11,8,8,9,7,8,8,7,6,6,8,12,7,6,8,6,6,11,3,7,2,3,5,6,4,9,2,6,1,4,1,2,0,3,1,1,1,0,1,1,1,2,0,2
107,按登記日期分,屏東縣長治鄉,299,175,124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,5,0,2,1,1,0,3,0,3,2,3,0,3,0,2,1,7,2,2,1,5,2,3,2,4,0,1,1,4,3,4,0,5,3,4,1,4,2,1,3,5,3,3,3,3,1,2,3,3,3,0,3,4,3,3,5,3,2,4,4,7,6,4,2,3,2,3,5,3,5,4,6,4,1,7,4,4,6,4,6,4,3,0,3,6,4,1,4,6,3,3,0,0,0,1,0,0,0,0,2,2,2,0,1,1,0
107,按登記日期分,屏東縣麟洛鄉,134,87,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,1,0,2,0,2,0,3,0,3,0,3,0,1,0,1,0,1,0,3,0,2,1,2,1,2,1,1,0,1,2,2,2,1,0,0,0,2,0,2,0,2,3,1,1,3,3,2,2,5,0,3,0,3,3,0,2,0,3,5,1,2,2,2,4,4,0,0,1,4,3,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
107,按登記日期分,屏東縣九如鄉,209,125,84,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1,1,2,1,2,0,1,0,3,0,5,0,3,3,7,0,3,0,4,1,0,2,1,1,1,1,1,1,3,0,2,4,2,2,0,2,4,2,4,2,1,1,0,2,3,3,4,1,4,2,3,1,3,2,6,5,2,2,3,6,6,4,5,3,5,3,6,1,5,3,4,0,1,6,2,3,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
107,按登記日期分,屏東縣里港鄉,270,162,108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,1,0,3,2,1,1,4,0,1,0,2,0,4,0,1,0,1,0,1,0,8,0,3,0,2,1,5,1,2,0,2,5,4,1,2,2,3,2,6,1,3,1,2,2,0,1,2,2,4,0,3,0,5,4,4,2,4,0,5,6,6,5,6,2,3,6,5,5,2,3,2,8,4,2,4,5,4,5,2,5,7,3,6,3,2,3,1,3,0,3,2,5,3,1,2,1,0,1,0,1,0,1,0,0,1,0
107,按登記日期分,屏東縣鹽埔鄉,269,184,85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,1,0,5,0,3,1,3,0,2,0,2,0,3,0,2,0,2,1,3,0,5,0,3,0,6,0,2,0,2,1,5,1,5,0,2,1,2,0,3,0,0,2,4,0,2,1,2,1,4,1,2,2,3,0,4,0,2,1,5,0,5,4,8,4,3,5,7,5,3,2,6,6,4,3,3,1,7,5,4,3,3,2,2,6,4,5,4,2,4,4,3,2,2,1,2,4,2,1,1,1,2,0,2,2,1,0,0,1,0,0,0,0,0,0
107,按登記日期分,屏東縣高樹鄉,349,210,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,3,0,0,0,1,0,1,0,4,0,5,1,2,2,4,0,2,1,3,0,3,0,2,1,2,0,3,1,1,2,1,0,3,0,1,1,1,2,4,1,3,0,7,2,3,1,1,1,4,0,2,2,7,3,1,2,2,1,3,1,8,5,5,4,6,3,11,7,6,2,8,4,2,9,8,5,9,12,5,6,3,7,9,6,7,8,7,3,9,5,4,5,4,5,0,2,3,1,0,4,1,3,0,2,0,3,1,1,1,1
107,按登記日期分,屏東縣萬巒鄉,258,154,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,4,0,0,0,2,1,1,1,2,0,1,0,0,1,0,0,3,0,2,2,1,1,2,2,2,0,4,2,3,1,3,0,6,1,2,2,2,4,4,1,1,0,1,4,2,1,5,3,4,1,2,3,3,2,1,1,1,2,1,1,3,1,4,6,2,2,6,2,3,4,3,1,3,1,5,7,5,2,8,5,3,2,6,5,3,3,3,6,5,3,3,1,1,1,2,4,3,1,1,0,1,2,0,1,1,3,0,0,1,0,0,2
107,按登記日期分,屏東縣內埔鄉,573,353,220,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,1,2,0,0,3,2,1,5,1,2,2,1,0,1,1,3,1,3,0,5,0,5,0,3,4,2,0,9,1,5,3,4,4,9,2,7,5,7,2,8,0,1,4,6,4,5,9,6,5,9,3,8,2,8,4,5,4,5,4,6,4,9,0,3,6,4,2,3,1,8,2,5,3,11,4,9,6,5,6,11,9,7,5,5,4,14,6,4,9,8,8,7,8,11,9,13,9,11,6,6,8,5,6,10,3,5,4,5,0,6,2,3,2,3,6,1,6,0,1,0,1,4,1
107,按登記日期分,屏東縣竹田鄉,207,123,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,3,0,3,1,2,0,1,1,0,1,0,0,2,0,3,0,2,0,1,0,6,1,3,0,1,0,3,0,2,1,0,0,5,2,1,3,2,0,1,0,0,0,2,4,2,1,2,2,7,0,4,0,5,1,4,1,1,6,5,4,6,3,2,3,3,4,3,2,3,4,4,6,6,8,0,5,2,2,0,3,1,2,0,2,4,3,0,1,2,1,0,2,1,0,0,1,0,0,0,0
107,按登記日期分,屏東縣新埤鄉,122,78,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,2,0,4,1,1,2,2,0,0,0,1,0,1,0,1,1,1,2,4,0,0,0,2,0,1,0,2,1,1,0,1,0,0,1,2,0,3,0,1,1,2,0,1,1,4,2,3,0,0,3,3,0,3,4,1,2,2,1,1,2,5,4,3,3,2,4,2,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107,按登記日期分,屏東縣枋寮鄉,281,170,111,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,1,0,3,0,2,0,1,0,3,0,0,0,3,0,1,1,2,0,0,0,1,2,0,3,3,0,1,1,2,1,1,2,2,0,2,0,1,0,2,1,4,4,1,0,4,2,5,0,4,2,6,0,6,1,4,2,3,2,4,3,1,0,0,2,4,2,2,1,2,4,6,0,5,1,5,2,8,0,3,4,4,3,5,4,4,6,5,3,5,9,5,9,1,7,3,3,5,0,3,3,3,5,2,2,3,0,1,1,0,0,0,0,0,1,1,3,0,1,3,0,0,1,0,2
107,按登記日期分,屏東縣新園鄉,359,229,130,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,3,0,1,0,3,0,2,1,0,2,1,1,2,1,5,0,2,2,3,0,4,1,6,3,7,0,3,1,1,0,5,0,3,0,4,1,5,3,4,3,1,0,5,1,4,1,2,4,6,3,5,0,0,2,7,1,5,3,2,3,4,3,2,1,3,0,3,2,7,3,4,5,13,7,1,2,7,1,7,6,7,7,6,3,6,2,6,8,10,5,3,5,9,4,2,3,3,4,5,4,1,2,2,5,2,4,3,3,0,0,0,0,0,0,0,2,0,0,0,1
107,按登記日期分,屏東縣崁頂鄉,146,91,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2,1,1,0,2,0,0,0,3,1,2,0,2,1,1,1,3,1,1,2,2,1,1,1,4,0,1,1,2,1,3,1,3,0,1,1,0,0,3,0,0,0,0,0,3,0,4,1,0,1,1,1,1,2,2,3,4,3,0,0,2,7,4,3,4,2,3,1,2,3,1,1,5,0,1,1,1,3,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
107,按登記日期分,屏東縣林邊鄉,181,109,72,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2,0,2,0,0,1,1,3,1,0,2,1,1,0,2,0,1,1,0,0,3,1,2,0,4,0,0,1,3,2,2,1,1,1,1,1,5,2,3,2,1,1,3,2,2,2,0,0,0,3,2,1,2,2,6,3,4,5,4,1,2,2,6,1,6,5,3,5,4,3,1,0,5,3,1,2,3,2,3,2,0,3,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
107,按登記日期分,屏東縣南州鄉,113,72,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,2,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,3,0,1,0,0,1,1,1,2,0,3,1,2,1,2,0,1,1,0,2,0,0,1,1,1,0,6,2,2,0,4,0,2,1,2,1,2,4,2,0,2,0,3,2,0,3,3,2,1,0,3,1,2,1,1,0,1,3,1,2,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,按登記日期分,屏東縣佳冬鄉,244,154,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,1,2,0,3,0,4,0,3,0,6,0,3,0,1,0,2,1,2,0,0,1,3,0,0,0,2,0,4,1,3,3,3,5,5,4,3,1,2,2,1,0,1,0,1,1,2,0,5,2,4,5,5,2,4,6,3,2,3,2,6,3,8,3,5,3,5,6,4,7,4,5,5,3,6,5,4,5,2,2,2,2,2,1,2,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
107,按登記日期分,屏東縣琉球鄉,109,69,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,1,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,3,1,2,0,3,0,3,0,3,1,0,0,2,1,0,0,1,0,2,0,3,1,0,0,2,0,0,1,1,2,1,0,3,1,3,1,2,2,2,1,1,0,2,1,0,1,3,2,0,0,0,2,0,3,3,2,1,1,1,2,1,1,1,1,2,4,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
